pca_1,pca_2,tsne_1,tsne_2,label
-2061.5071145568654,332.0990382809214,11.995483,-10.723479,Data Asli
-1699.330312651884,272.4009255563824,6.152143,-35.549355,Data Asli
-2369.075536418404,577.7064328513825,-17.872345,17.566702,Data Asli
-2438.452976227414,768.7406804124803,-13.7372675,10.719671,Data Asli
-1486.58054315759,-277.90851898969595,10.4206085,18.746252,Data Asli
-2056.5653123603515,876.3005716026973,-6.8481503,-3.8226016,Data Asli
-2048.1367217326333,251.9849606069056,-15.107597,30.132647,Data Asli
-1942.8892334059892,-233.8861691962038,10.151166,20.946001,Data Asli
-1436.6492773388127,135.3335994806048,8.901099,-34.39557,Data Asli
-1997.938273400363,195.9995805553799,-9.521761,30.507181,Data Asli
-2124.705350748336,363.9256937793343,9.15661,-12.0052,Data Asli
-2061.3111357509842,329.7921618283053,8.913203,37.212658,Data Asli
-2000.971245483568,181.27091295539958,-9.453501,30.040577,Data Asli
16471.58971205996,2295.834476228807,71.10924,1.5402725,Data Asli
-2338.9511427918587,58.764263279660554,-27.193136,-3.7434945,Data Asli
-1654.949961334576,214.43021257194596,6.756433,-35.170254,Data Asli
17623.590114058785,2302.7837174862852,68.69255,0.090192094,Data Asli
4144.04266330013,-9956.19456996787,36.65962,-18.979874,Data Asli
-1991.0614170924273,226.3040101455972,10.0539465,29.321196,Data Asli
-2163.385776487903,363.7398474972688,-18.055746,21.247713,Data Asli
17629.823801533934,2150.787960715797,67.728874,-1.1683093,Data Asli
-2659.431239891557,358.28877637643654,-15.437793,-14.591023,Data Asli
-2115.7236277149095,273.80719972828683,13.264702,39.370407,Data Asli
-1074.5221292470596,-228.00129835766256,10.036424,-31.133232,Data Asli
-1924.554398090484,368.3615343200936,4.178238,-36.538193,Data Asli
-2150.294261904841,384.27609350626426,-9.099762,-24.842037,Data Asli
20052.43935538572,1879.7583443635071,61.72525,3.2139597,Data Asli
